Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
member state,identify,where by a basic act as beneficiaries    in the case of research and technological development to bodies identified in the work programme referred to in article 110 where the basic act expressly provides for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['basic act', 'beneficiary', 'case', 'research technological development', 'body', 'work programme', 'article', 'basic act', 'possibility', 'condition', 'project', 'scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
basic act,provide,where expressly for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['possibility', 'condition', 'project', 'scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
project,fall,under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
activity concern,fall,within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
particular type body,refer,where the particular type of body referred to in point of the first paragraph,"['particular type', 'body', 'point', 'paragraph']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
grant,award,also without a call for proposals to the body designated by the member state under the body designated by the member state responsibility for the purpose of implementing the action,"['proposal', 'body', 'member state', 'body', 'member state responsibility', 'purpose', 'action']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
case,refer,shall be duly substantiated in the award decision to in points and of the first paragraph,"['award decision', 'point', 'paragraph']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
case,substantiate,duly in the award decision,['award decision'],TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"Grants may be awarded without a call for proposals only in the following cases: (a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management aid; (b) in other exceptional and duly substantiated emergencies; (c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, where those Member States are in a de jure or de facto monopoly situation; (d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by Member States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   (e) in the case of research and technological development, to bodies identified in the work programme referred to in Article 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall under the scope of a call for proposals; (f) for activities with specific characteristics that require a particular type of body on account of its technical competence, its high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall within the scope of a call for proposals; (g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not apply. Where the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be awarded without a call for proposals to the body designated by the Member State, under its responsibility, for the purpose of implementing the action. The cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision."
grant application,contain,the following: information on the legal status of the applicant in accordance with article 137(1,"['information', 'legal status', 'applicant', 'accordance', 'article']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
document,decide,by the authorising officer responsible on the basis of a risk assessment supporting documents confirming that information such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed such information and supporting,"['authorise officer', 'basis', 'risk assessment', 'document', 'information', 'profit', 'loss', 'account', 'balance sheet', 'financial year', 'account', 'information']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
document,request,on compliance with the eligibility and selection criteria information necessary to demonstrate the applicants financial and operational capacity to carry out the proposed action or work programme and from applicants to which the verification of the financial or operational capacity does not apply in accordance with article 198(5) or,"['compliance', 'eligibility', 'selection criterion information', 'applicant financial operational capacity', 'propose action work programme', 'applicant', 'verification', 'financial operational capacity', 'accordance']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
verification financial operational capacity,apply,to which in accordance with article 198(5) or,['accordance'],TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
document,request,in addition supporting for low value grants where the grant application concerns a grant for an action for which the amount exceeds eur 750 000 or an operating grant which exceeds eur 100 000 an audit report produced by an approved external auditor where it is available and always in cases where a statutory audit is required by union or national law certifying the accounts for up to the last three available financial years,"['addition', 'low value grant', 'grant application', 'grant', 'action', 'operating grant', 'eur', 'audit report', 'approve external auditor', 'case', 'statutory audit', 'union', 'national law', 'account', 'available financial year']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
grant application,concern,a grant where for an action for which the amount exceeds eur 750 000 or an operating grant which exceeds eur 100 000 an audit report produced by an approved external auditor where it is available and always in cases where a statutory audit is required by union or national law certifying the accounts for up to the last three available financial years,"['grant', 'action', 'operating grant', 'eur', 'audit report', 'approve external auditor', 'case', 'statutory audit', 'union', 'national law', 'account', 'available financial year']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
statutory audit,require,where by union or national law,"['union', 'national law']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"The grant application shall contain the following: (a) information on the legal status of the applicant; (b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and selection criteria; (c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed action or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, supporting documents confirming that information, such as the profit and loss account and the balance sheet for up to the three last financial years for which the accounts were closed; Such information and supporting documents shall not be requested from applicants to which the verification of the financial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting documents shall not be requested for low value grants; (d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating grant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, and always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the last three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its authorised representative certifying the validity of its accounts for up to the last three available financial years; The first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer responsible in any one financial year. In the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first subparagraph shall apply to each beneficiary. In the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this point, covering the last two financial years available, must be produced before signature of the financial framework partnership agreement. The authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first subparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, beneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. The first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that they comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; (e) a description of the action or work programme and an estimated budget, which: (i) shall have revenue and expenditure in balance; and L 193/126  (ii) shall indicate the estimated eligible costs of the action or work programme. Points (i) and (ii) shall not apply to multi-donor actions. By way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for contingencies or possible variations in exchange rates; (f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part of the action or for the functioning of the applicant during the same financial year as well as any other funding received or applied for the same action. The application may be divided in several parts that may be submitted at different stages in accordance with Article 200(2)."
