Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
union institution,authorise,financial institutions holding union deposits to enable the court of auditors to ensure that external data tally with the accounts at its request,"['financial institution', 'union deposit', 'court', 'auditor', 'external datum tally', 'account', 'request']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 255  Rules and procedure on the audit ,"The examination by the Court of Auditors of whether all revenue has been received and all expenditure incurred in a lawful and proper manner shall have regard to the Treaties, the budget, this Regulation, the delegated acts adopted pursuant to this Regulation and all other relevant acts adopted pursuant to the Treaties. That examination may take account of the multiannual character of programmes and related supervisory and control systems. In the performance of its task, the Court of Auditors shall be entitled to consult, in the manner provided for in Article 257, all documents and information relating to the financial management by departments or bodies with regard to operations financed or co-financed by the Union. It shall have the power to hear any official responsible for a revenue or expenditure operation and to use any of the auditing procedures appropriate to those departments or bodies. The audit in Member States shall be carried out in liaison with the national audit institutions or, where they do not have the necessary powers, with the competent national departments. The Court of Auditors and the national audit institutions of Member States shall cooperate in a spirit of trust while maintaining their independence. In order to obtain all the necessary information for the performance of the task entrusted to it by the Treaties or by acts adopted pursuant to them, the Court of Auditors may be present, at its request, during the audit operations carried out within the framework of budget implementation by, or on behalf of, any Union institution. At the request of the Court of Auditors, each Union institution shall authorise financial institutions holding Union deposits to enable the Court of Auditors to ensure that external data tally with the accounts. In order to perform its task, the Court of Auditors shall notify Union institutions and the authorities to which this Regulation applies of the names of the members of its staff who are empowered to audit them."
court auditor,notify,union institutions and the authorities to which this regulation applies of the names of the members of its staff who are empowered to audit the members of its staff who are empowered to audit them in order to perform its task,"['union institution', 'authority', 'regulation', 'name', 'member', 'staff', 'member', 'staff', 'order', 'task']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 255  Rules and procedure on the audit ,"The examination by the Court of Auditors of whether all revenue has been received and all expenditure incurred in a lawful and proper manner shall have regard to the Treaties, the budget, this Regulation, the delegated acts adopted pursuant to this Regulation and all other relevant acts adopted pursuant to the Treaties. That examination may take account of the multiannual character of programmes and related supervisory and control systems. In the performance of its task, the Court of Auditors shall be entitled to consult, in the manner provided for in Article 257, all documents and information relating to the financial management by departments or bodies with regard to operations financed or co-financed by the Union. It shall have the power to hear any official responsible for a revenue or expenditure operation and to use any of the auditing procedures appropriate to those departments or bodies. The audit in Member States shall be carried out in liaison with the national audit institutions or, where they do not have the necessary powers, with the competent national departments. The Court of Auditors and the national audit institutions of Member States shall cooperate in a spirit of trust while maintaining their independence. In order to obtain all the necessary information for the performance of the task entrusted to it by the Treaties or by acts adopted pursuant to them, the Court of Auditors may be present, at its request, during the audit operations carried out within the framework of budget implementation by, or on behalf of, any Union institution. At the request of the Court of Auditors, each Union institution shall authorise financial institutions holding Union deposits to enable the Court of Auditors to ensure that external data tally with the accounts. In order to perform its task, the Court of Auditors shall notify Union institutions and the authorities to which this Regulation applies of the names of the members of its staff who are empowered to audit them."
regulation,apply,of the names of the members of its staff who are empowered to audit the members of its staff who are empowered to audit them,"['name', 'member', 'staff', 'member', 'staff']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 255  Rules and procedure on the audit ,"The examination by the Court of Auditors of whether all revenue has been received and all expenditure incurred in a lawful and proper manner shall have regard to the Treaties, the budget, this Regulation, the delegated acts adopted pursuant to this Regulation and all other relevant acts adopted pursuant to the Treaties. That examination may take account of the multiannual character of programmes and related supervisory and control systems. In the performance of its task, the Court of Auditors shall be entitled to consult, in the manner provided for in Article 257, all documents and information relating to the financial management by departments or bodies with regard to operations financed or co-financed by the Union. It shall have the power to hear any official responsible for a revenue or expenditure operation and to use any of the auditing procedures appropriate to those departments or bodies. The audit in Member States shall be carried out in liaison with the national audit institutions or, where they do not have the necessary powers, with the competent national departments. The Court of Auditors and the national audit institutions of Member States shall cooperate in a spirit of trust while maintaining their independence. In order to obtain all the necessary information for the performance of the task entrusted to it by the Treaties or by acts adopted pursuant to them, the Court of Auditors may be present, at its request, during the audit operations carried out within the framework of budget implementation by, or on behalf of, any Union institution. At the request of the Court of Auditors, each Union institution shall authorise financial institutions holding Union deposits to enable the Court of Auditors to ensure that external data tally with the accounts. In order to perform its task, the Court of Auditors shall notify Union institutions and the authorities to which this Regulation applies of the names of the members of its staff who are empowered to audit them."
court auditor,ensure,that all securities and cash on deposit or in hand are checked against vouchers signed by the depositories or against official memoranda of cash and securities,"['security', 'cash', 'deposit', 'hand', 'voucher', 'depository', 'official memoranda', 'cash', 'security']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 256  Checks on securities and cash ,The Court of Auditors shall ensure that all securities and cash on deposit or in hand are checked against vouchers signed by the depositories or against official memoranda of cash and securities held. It may carry out such checks itself.
security cash deposit hand,check,against vouchers signed by the depositories or against official memoranda of cash and securities,"['voucher', 'depository', 'official memoranda', 'cash', 'security']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 256  Checks on securities and cash ,The Court of Auditors shall ensure that all securities and cash on deposit or in hand are checked against vouchers signed by the depositories or against official memoranda of cash and securities held. It may carry out such checks itself.
body,administer,revenue or expenditure on the unions behalf and recipients,"['revenue', 'expenditure', 'union behalf', 'recipient']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
court auditor right access,include,access to the it system used for the management of revenue or expenditure subject to right of access audit where such access is relevant for the audit,"['access', 'system', 'management', 'revenue', 'expenditure', 'subject', 'right', 'access audit', 'access', 'audit']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
access,be,relevant for the audit where,['audit'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
operation,check,by the court of auditors,"['court', 'auditor']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
official operation check court auditor,show,whose operations records of cash in hand,"['operation', 'cash', 'hand']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
book register document relate thereto,present,the correspondence and any other documents required for the full implementation of the audit,"['correspondence', 'document', 'implementation', 'audit']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
information supply point subparagraph,request,only by the court of auditors,"['court', 'auditor']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
court auditor,empower,to audit the documents in respect of the revenue and expenditure of the union which are held by the departments of union institutions and in particular by the departments responsible for decisions in respect of such revenue and expenditure the bodies administering revenue or expenditure on the unions behalf and the natural or legal persons receiving payments from the budget,"['document', 'respect', 'revenue', 'expenditure', 'union', 'department', 'union institution', 'department', 'decision', 'respect', 'revenue', 'body', 'revenue', 'expenditure', 'union behalf', 'natural legal person', 'payment', 'budget']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
use integrate computer system,have,the effect of reducing access by the court of auditors to supporting documents,"['effect', 'access', 'court', 'auditor', 'document']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
audit,give,in the audit,['audit'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 257  Court of Auditors’ right of access ,"Union institutions, the bodies administering revenue or expenditure on the Union’s behalf and recipients shall afford the Court of Auditors all the facilities and give it all the information which it considers necessary for the performance of its task. They shall, at the request of the Court of Auditors, place at its disposal all documents concerning the award and performance of contracts financed by the budget and all accounts of cash or materials, all accounting records or supporting documents, and also administrative documents relating thereto, all documents relating to revenue and L 193/150  expenditure, all inventories, all organisation charts of departments, which the Court of Auditors considers necessary for auditing the annual accounts and budget implementation reports on the basis of records or on-the-spot auditing and, for the same purposes, all documents and data created or stored electronically. The Court of Auditors’ right of access shall include access to the IT system used for the management of revenue or expenditure subject to its audit, where such access is relevant for the audit. The internal audit bodies and other services of the national administrations concerned shall afford the Court of Auditors all the facilities which it considers necessary for the performance of its task. The officials whose operations are checked by the Court of Auditors shall: (a) show their records of cash in hand, any other cash, securities and materials of all kinds, and also the supporting documents in respect of their stewardship of the funds with which they are entrusted, and also any books, registers and other documents relating thereto; (b) present the correspondence and any other documents required for the full implementation of the audit referred to in Article 255. The information supplied under point (b) of the first subparagraph may be requested only by the Court of Auditors. The Court of Auditors shall be empowered to audit the documents in respect of the revenue and expenditure of the Union which are held by the departments of Union institutions and, in particular, by the departments responsible for decisions in respect of such revenue and expenditure, the bodies administering revenue or expenditure on the Union’s behalf and the natural or legal persons receiving payments from the budget. The task of establishing that the revenue has been received and the expenditure incurred in a lawful and proper manner and that the financial management has been sound shall extend to the use, by bodies outside Union institutions, of Union funds received by way of contributions. Union financing paid to recipients outside Union institutions shall be subject to the agreement in writing by those recipients or, failing agreement on their part, by contractors or subcontractors, to an audit by the Court of Auditors into the use made of the financing granted. The Commission shall, at the request of the Court of Auditors, provide it with any information on borrowing and lending operations. Use of integrated computer systems shall not have the effect of reducing access by the Court of Auditors to supporting documents. Whenever technically possible, electronic access to data and documents necessary for the audit shall be given to the Court of Auditors in its own premises and in compliance with relevant security rules."
court auditor,transmit,any observations which are in 30 june opinion such that the commission and the other union institutions concerned should appear in 30 june annual report to the commission and the other union institutions concerned by 30 june,"['observation', '30 june opinion', 'commission', 'union institution', '30 june annual report', 'commission', 'union institution', '30 june']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
commission union institution concern,appear,in 30 june annual report,"['30 june', 'annual report']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 258  Annual report of the Court of Auditors ,"The Court of Auditors shall transmit to the Commission and the other Union institutions concerned, by 30 June, any observations which are, in its opinion, such that they should appear in its annual report. Those observations shall remain confidential and shall be subject to an adversarial procedure. Each Union institution shall address its reply to the Court of Auditors by 15 October. The replies of Union institutions other than the Commission shall be sent to the Commission at the same time. The annual report of the Court of Auditors shall contain an assessment of the soundness of financial management. The annual report of the Court of Auditors shall contain a section for each Union institution and for the common provisioning fund. The Court of Auditors may add any summary report or general observations which it sees fit to make. The Court of Auditors shall transmit to the authorities responsible for giving discharge and to the other Union institutions, by 15 November, its annual report accompanied by the replies of Union institutions and shall ensure publication thereof in the Official Journal of the European Union."
