Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
budget implementation report,be,comparable year by year,"['comparable year', 'year']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
structure budget implementation report,be,the same as that of the budget itself,['budget'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
information revenue particular change revenue,estimate,the budget implementation reports shall contain:,['budget implementation report'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
revenue outturn entitlement,establish,information showing changes in the total commitment and payment appropriations available information showing the use made of the total commitment and payment appropriations available information showing commitments outstanding those carried over from the preceding financial year and those made during the financial year,"['information', 'change', 'total commitment payment appropriation available information', 'use', 'total commitment', 'payment appropriation available information', 'commitment', 'precede financial year', 'financial year']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
statement,regard,information on revenue,"['information', 'revenue']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
statement,attach,to the budget implementation report showing for each member state the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order,"['budget implementation report', 'member state', 'breakdown', 'amount', 'resource', 'end', 'financial year', 'recovery order']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 244  Budget implementation reports ,"The budget implementation reports shall be presented in millions of euro and shall be comparable year by year. They shall consist of: (a) reports which aggregate all budgetary operations for the financial year in terms of revenue and expenditure; (b) the budget result, which is calculated on the basis of the annual budgetary balance referred to in Decision 2014/335/EU, Euratom; (c) explanatory notes, which shall supplement and comment on the information given in the reports. The structure of the budget implementation reports shall be the same as that of the budget itself. The budget implementation reports shall contain: (a) information on revenue, in particular changes in the revenue estimates, the revenue outturn and entitlements established; (b) information showing changes in the total commitment and payment appropriations available; (c) information showing the use made of the total commitment and payment appropriations available; (d) information showing commitments outstanding, those carried over from the preceding financial year and those made during the financial year. As regards information on revenue, a statement shall be attached to the budget implementation report showing, for each Member State, the breakdown of amounts of own resources still to be recovered at the end of the financial year and covered by a recovery order. S e c t i o n 3 A n n u a l a c c o u n t s t i m e t a b l e"
yearthe union institution commission body,refer,to in article 241,['article'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
follow financial year,send,the required accounting information for consolidation purposes to the accounting officer of the commissionthe commission in the manner and format laid down by the latter,"['require accounting information', 'consolidation purpose', 'accounting officer', 'commissionthe commission', 'manner', 'format']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting officer commission,consolidate,the provisional accounts referred to in paragraph 2 with the provisional accounts of the commission and shall by 31 march of the following financial year,"['provisional account', 'paragraph', 'provisional account', 'commission', '31 march', 'follow financial year']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
accounting officer commission,send,the provisional accounts of the commission and the consolidated provisional accounts of the union to the court of auditors by electronic means,"['provisional account', 'commission', 'consolidated provisional account', 'union', 'court', 'auditor', 'electronic mean']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 245  Provisional accounts ,"The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send their provisional accounts to the accounting officer of the Commission and to the Court of Auditors. The accounting officers of the Union institutions other than the Commission and the bodies referred to in Article 241 shall, by 1 March of the following financial year, send the required accounting information for consolidation purposes to the accounting officer of the Commission, in the manner and format laid down by the latter. The accounting officer of the Commission shall consolidate the provisional accounts referred to in paragraph 2 with the provisional accounts of the Commission and shall, by 31 March of the following financial year, send the provisional accounts of the Commission and the consolidated provisional accounts of the Union to the Court of Auditors by electronic means."
court auditor,make,the court of auditors observations referred to in article 241 and by 15 june make the court of auditors observations on the provisional accounts of the commission and the consolidated provisional accounts of the union on the provisional accounts of the union institutions other than the commission and of each of the bodies,"['court', 'auditor observation', 'article', '15 june', 'court', 'auditor observation', 'provisional account', 'commission', 'consolidated provisional account', 'union', 'provisional account', 'union institution', 'commission', 'body']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
court auditor,refer,to in article 241,['article'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
court auditor,make,the court of auditors observations by 15 june on the provisional accounts of the commission and the consolidated provisional accounts of the union,"['court', 'auditor observation', '15 june', 'provisional account', 'commission', 'consolidated provisional account', 'union']",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
union institution commission body,refer,to in article 241,['article'],TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,Article 246  Approval of the final consolidated accounts ,"The Court of Auditors shall, by 1 June, make its observations on the provisional accounts of the Union institutions other than the Commission, and of each of the bodies referred to in Article 241, and, by 15 June, make its observations on the provisional accounts of the Commission and the consolidated provisional accounts of the Union. The accounting officers of the Union institutions other than the Commission and of the bodies referred to in Article 241 shall, by 15 June, send the required accounting information to the accounting officer of the Commission, in the manner and format laid down by the latter, with a view to drawing up the final consolidated accounts. The Union institutions other than the Commission, and each of the bodies referred to in Article 241, shall, by 1 July, send their final accounts to the European Parliament, to the Council, to the Court of Auditors and to the accounting officer of the Commission. The accounting officer of each Union institution and of each body referred to in Article 241 shall send to the Court of Auditors, with a copy to the accounting officer of the Commission, at the same date as the transmission of his or her final accounts, a representation letter covering those final accounts. The final accounts shall be accompanied by a note drawn up by the accounting officer, in which the latter declares that the final accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. The accounting officer of the Commission shall draw up the final consolidated accounts on the basis of the information presented pursuant to paragraph 2 of this Article by the Union institutions other than the Commission, and by the bodies referred to in Article 241. The final consolidated accounts shall be accompanied by a note drawn up by the accounting officer of the Commission, in which the latter declares that the final consolidated accounts were prepared in accordance with this Title and with the applicable accounting principles, rules and methods set out in the notes to the financial statements. After approving the final consolidated accounts and its own final accounts, the Commission shall, by 31 July, send them by electronic means to the European Parliament, to the Council and to the Court of Auditors. By the same date, the accounting officer of the Commission shall transmit a representation letter covering the final consolidated accounts to the Court of Auditors. The final consolidated accounts shall be published by 15 November in the Official Journal of the European Union together with the statement of assurance given by the Court of Auditors in accordance with Article 287 TFEU and Article 106a of the Euratom Treaty. CHAPTER 2 Integrated financial and accountability reporting"
