Head,Relation,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text
level provision budgetary guarantee,fall,where as a result of calls on a budgetary guarantee below 50  of the provisioning rate referred to in paragraph 1 and again,"['result', 'call', 'budgetary guarantee', 'provision rate', 'paragraph']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 211  Provisioning of financial liabilities ,"For budgetary guarantees and financial assistance to third countries, a basic act shall set out a provisioning rate as a percentage of the amount of the financial liability authorised. That amount shall exclude the contributions referred to in Article 208(2). The basic act shall provide for the review of the provisioning rate at least every three years. The setting of a provisioning rate shall be guided by a qualitative and quantitative assessment by the Commission of the financial risks arising from a budgetary guarantee or a financial assistance to a third country in accordance with the principle of prudence, whereby assets and profits shall not be overestimated and liabilities and losses shall not be underestimated. Unless otherwise specified in the basic act establishing the budgetary guarantee or financial assistance to a third country, the provisioning rate shall be based on the global provisioning needed in advance to cover the net expected losses and, in addition, an adequate safety buffer. Without prejudice to the powers of the European Parliament and of the Council, the global provisioning shall be constituted over the period of time foreseen in the relevant financial statement as referred to in Article 35. For a financial instrument provision shall be made, where appropriate, to respond to future payments related to a budgetary commitment of that financial instrument. L 193/134  The following resources shall contribute to the provisioning: (a) contributions from the budget, while fully respecting the regulation laying down the multiannual financial framework and after examination of the possibilities for redeployments; (b) returns on investments of the resources held in the common provisioning fund; (c) amounts recovered from defaulting debtors in accordance with the recovery procedure laid down in the guarantee or the loan agreement; (d) revenue and any other payments received by the Union in accordance with the guarantee or the loan agreement; (e) where applicable, contributions in cash by Member States and third parties pursuant to Article 208(2). Only the resources referred to in points (a) to (d) of the first subparagraph of this paragraph shall be taken into account for calculating the provisioning resulting from the provisioning rate referred to in paragraph 1. Provisions shall be used for the payment of: (a) calls on the budgetary guarantee; (b) payment obligations related to a budgetary commitment for a financial instrument; (c) financial obligations arising from the borrowing of funds pursuant to Article 220(1); (d) where applicable, other expenses associated to the implementation of financial instruments, budgetary guarantees and financial assistance to third countries. Where the provisions for a budgetary guarantee exceed the amount of provisioning resulting from the provisioning rate referred to in paragraph 1 of this Article, resources referred to in points (b), (c) and (d) of the first subparagraph of paragraph 4 of this Article related to that guarantee shall be used within the limits of the eligible period provided for in the basic act, however, not beyond the constitution phase of the provisioning, and without prejudice to Article 213(4), to restore the budgetary guarantee up to its initial amount. The Commission shall immediately inform the European Parliament and the Council and may propose adequate replenishment measures or an increase of the provisioning rate where: (a) as a result of calls on a budgetary guarantee, the level of provisions for that budgetary guarantee falls below 50 % of the provisioning rate referred to in paragraph 1, and again where it falls below 30 % of that provisioning rate, or where it could fall below any of those percentages within a year according to a risk assessment by the Commission; (b) a country benefitting from financial assistance by the Union fails to pay on a maturity."
level provision budgetary guarantee,fall,where below 30  of that provisioning rate,['provision rate'],"TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 211  Provisioning of financial liabilities ,"For budgetary guarantees and financial assistance to third countries, a basic act shall set out a provisioning rate as a percentage of the amount of the financial liability authorised. That amount shall exclude the contributions referred to in Article 208(2). The basic act shall provide for the review of the provisioning rate at least every three years. The setting of a provisioning rate shall be guided by a qualitative and quantitative assessment by the Commission of the financial risks arising from a budgetary guarantee or a financial assistance to a third country in accordance with the principle of prudence, whereby assets and profits shall not be overestimated and liabilities and losses shall not be underestimated. Unless otherwise specified in the basic act establishing the budgetary guarantee or financial assistance to a third country, the provisioning rate shall be based on the global provisioning needed in advance to cover the net expected losses and, in addition, an adequate safety buffer. Without prejudice to the powers of the European Parliament and of the Council, the global provisioning shall be constituted over the period of time foreseen in the relevant financial statement as referred to in Article 35. For a financial instrument provision shall be made, where appropriate, to respond to future payments related to a budgetary commitment of that financial instrument. L 193/134  The following resources shall contribute to the provisioning: (a) contributions from the budget, while fully respecting the regulation laying down the multiannual financial framework and after examination of the possibilities for redeployments; (b) returns on investments of the resources held in the common provisioning fund; (c) amounts recovered from defaulting debtors in accordance with the recovery procedure laid down in the guarantee or the loan agreement; (d) revenue and any other payments received by the Union in accordance with the guarantee or the loan agreement; (e) where applicable, contributions in cash by Member States and third parties pursuant to Article 208(2). Only the resources referred to in points (a) to (d) of the first subparagraph of this paragraph shall be taken into account for calculating the provisioning resulting from the provisioning rate referred to in paragraph 1. Provisions shall be used for the payment of: (a) calls on the budgetary guarantee; (b) payment obligations related to a budgetary commitment for a financial instrument; (c) financial obligations arising from the borrowing of funds pursuant to Article 220(1); (d) where applicable, other expenses associated to the implementation of financial instruments, budgetary guarantees and financial assistance to third countries. Where the provisions for a budgetary guarantee exceed the amount of provisioning resulting from the provisioning rate referred to in paragraph 1 of this Article, resources referred to in points (b), (c) and (d) of the first subparagraph of paragraph 4 of this Article related to that guarantee shall be used within the limits of the eligible period provided for in the basic act, however, not beyond the constitution phase of the provisioning, and without prejudice to Article 213(4), to restore the budgetary guarantee up to its initial amount. The Commission shall immediately inform the European Parliament and the Council and may propose adequate replenishment measures or an increase of the provisioning rate where: (a) as a result of calls on a budgetary guarantee, the level of provisions for that budgetary guarantee falls below 50 % of the provisioning rate referred to in paragraph 1, and again where it falls below 30 % of that provisioning rate, or where it could fall below any of those percentages within a year according to a risk assessment by the Commission; (b) a country benefitting from financial assistance by the Union fails to pay on a maturity."
level provision budgetary guarantee,fall,where below any of those percentages within a year according to a risk assessment by the commission,"['percentage', 'year', 'risk assessment', 'commission']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 211  Provisioning of financial liabilities ,"For budgetary guarantees and financial assistance to third countries, a basic act shall set out a provisioning rate as a percentage of the amount of the financial liability authorised. That amount shall exclude the contributions referred to in Article 208(2). The basic act shall provide for the review of the provisioning rate at least every three years. The setting of a provisioning rate shall be guided by a qualitative and quantitative assessment by the Commission of the financial risks arising from a budgetary guarantee or a financial assistance to a third country in accordance with the principle of prudence, whereby assets and profits shall not be overestimated and liabilities and losses shall not be underestimated. Unless otherwise specified in the basic act establishing the budgetary guarantee or financial assistance to a third country, the provisioning rate shall be based on the global provisioning needed in advance to cover the net expected losses and, in addition, an adequate safety buffer. Without prejudice to the powers of the European Parliament and of the Council, the global provisioning shall be constituted over the period of time foreseen in the relevant financial statement as referred to in Article 35. For a financial instrument provision shall be made, where appropriate, to respond to future payments related to a budgetary commitment of that financial instrument. L 193/134  The following resources shall contribute to the provisioning: (a) contributions from the budget, while fully respecting the regulation laying down the multiannual financial framework and after examination of the possibilities for redeployments; (b) returns on investments of the resources held in the common provisioning fund; (c) amounts recovered from defaulting debtors in accordance with the recovery procedure laid down in the guarantee or the loan agreement; (d) revenue and any other payments received by the Union in accordance with the guarantee or the loan agreement; (e) where applicable, contributions in cash by Member States and third parties pursuant to Article 208(2). Only the resources referred to in points (a) to (d) of the first subparagraph of this paragraph shall be taken into account for calculating the provisioning resulting from the provisioning rate referred to in paragraph 1. Provisions shall be used for the payment of: (a) calls on the budgetary guarantee; (b) payment obligations related to a budgetary commitment for a financial instrument; (c) financial obligations arising from the borrowing of funds pursuant to Article 220(1); (d) where applicable, other expenses associated to the implementation of financial instruments, budgetary guarantees and financial assistance to third countries. Where the provisions for a budgetary guarantee exceed the amount of provisioning resulting from the provisioning rate referred to in paragraph 1 of this Article, resources referred to in points (b), (c) and (d) of the first subparagraph of paragraph 4 of this Article related to that guarantee shall be used within the limits of the eligible period provided for in the basic act, however, not beyond the constitution phase of the provisioning, and without prejudice to Article 213(4), to restore the budgetary guarantee up to its initial amount. The Commission shall immediately inform the European Parliament and the Council and may propose adequate replenishment measures or an increase of the provisioning rate where: (a) as a result of calls on a budgetary guarantee, the level of provisions for that budgetary guarantee falls below 50 % of the provisioning rate referred to in paragraph 1, and again where it falls below 30 % of that provisioning rate, or where it could fall below any of those percentages within a year according to a risk assessment by the Commission; (b) a country benefitting from financial assistance by the Union fails to pay on a maturity."
country benefit financial assistance union,fail,to pay on a maturity,['maturity'],"TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 211  Provisioning of financial liabilities ,"For budgetary guarantees and financial assistance to third countries, a basic act shall set out a provisioning rate as a percentage of the amount of the financial liability authorised. That amount shall exclude the contributions referred to in Article 208(2). The basic act shall provide for the review of the provisioning rate at least every three years. The setting of a provisioning rate shall be guided by a qualitative and quantitative assessment by the Commission of the financial risks arising from a budgetary guarantee or a financial assistance to a third country in accordance with the principle of prudence, whereby assets and profits shall not be overestimated and liabilities and losses shall not be underestimated. Unless otherwise specified in the basic act establishing the budgetary guarantee or financial assistance to a third country, the provisioning rate shall be based on the global provisioning needed in advance to cover the net expected losses and, in addition, an adequate safety buffer. Without prejudice to the powers of the European Parliament and of the Council, the global provisioning shall be constituted over the period of time foreseen in the relevant financial statement as referred to in Article 35. For a financial instrument provision shall be made, where appropriate, to respond to future payments related to a budgetary commitment of that financial instrument. L 193/134  The following resources shall contribute to the provisioning: (a) contributions from the budget, while fully respecting the regulation laying down the multiannual financial framework and after examination of the possibilities for redeployments; (b) returns on investments of the resources held in the common provisioning fund; (c) amounts recovered from defaulting debtors in accordance with the recovery procedure laid down in the guarantee or the loan agreement; (d) revenue and any other payments received by the Union in accordance with the guarantee or the loan agreement; (e) where applicable, contributions in cash by Member States and third parties pursuant to Article 208(2). Only the resources referred to in points (a) to (d) of the first subparagraph of this paragraph shall be taken into account for calculating the provisioning resulting from the provisioning rate referred to in paragraph 1. Provisions shall be used for the payment of: (a) calls on the budgetary guarantee; (b) payment obligations related to a budgetary commitment for a financial instrument; (c) financial obligations arising from the borrowing of funds pursuant to Article 220(1); (d) where applicable, other expenses associated to the implementation of financial instruments, budgetary guarantees and financial assistance to third countries. Where the provisions for a budgetary guarantee exceed the amount of provisioning resulting from the provisioning rate referred to in paragraph 1 of this Article, resources referred to in points (b), (c) and (d) of the first subparagraph of paragraph 4 of this Article related to that guarantee shall be used within the limits of the eligible period provided for in the basic act, however, not beyond the constitution phase of the provisioning, and without prejudice to Article 213(4), to restore the budgetary guarantee up to its initial amount. The Commission shall immediately inform the European Parliament and the Council and may propose adequate replenishment measures or an increase of the provisioning rate where: (a) as a result of calls on a budgetary guarantee, the level of provisions for that budgetary guarantee falls below 50 % of the provisioning rate referred to in paragraph 1, and again where it falls below 30 % of that provisioning rate, or where it could fall below any of those percentages within a year according to a risk assessment by the Commission; (b) a country benefitting from financial assistance by the Union fails to pay on a maturity."
procedure,expect,to be more beneficial for the budget than the divestment of resources within the timeframe of the payment request where reasonably,"['budget', 'divestment', 'resource', 'timeframe', 'payment request']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 212  Common provisioning fund ,"The provisions made to cover the financial liabilities arising from financial instruments, budgetary guarantees or financial assistance shall be held in a common provisioning fund. By 30 June 2019, the Commission shall submit to the European Parliament and to the Council an independent external evaluation of the advantages and disadvantages of entrusting the financial management of the assets of the common provisioning fund to the Commission, to the EIB, or to a combination of the two, taking into account the relevant technical and institutional criteria used in comparing asset management services, including the technical infrastructure, a comparison of costs for the services provided, the institutional set-up, reporting, performance, accountability and expertise of the Commission and the EIB and the other asset management mandates for the budget. The evaluation shall, where appropriate, be accompanied by a legislative proposal. Global profits or losses from the investment of the resources held in the common provisioning fund shall be allocated proportionately among the respective financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund shall keep a minimum amount of resources of the fund in cash or cash equivalents in accordance with prudential rules and the forecasts for payments provided by the authorising officers of the financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund may enter into repurchase agreements, with the resources of the common provisioning fund as collateral, to make payments out of the fund where this procedure is reasonably expected to be more beneficial for the budget than the divestment of resources within the timeframe of the payment request. The duration or roll-over period of repurchase agreements related to a payment shall be limited to the minimum necessary to minimise a loss for the budget.   Pursuant to point (d) of the first subparagraph of Article 77(1) and Article 86(1) and (2), the accounting officer shall set up the procedures to be applied to the revenue and expenditure operations and, in agreement with the financial manager of the resources of the common provisioning fund, to the assets and liabilities related to the common provisioning fund. In the exceptional cases where the Commission has made a transfer as referred to in point (g) of the first subparagraph of Article 30(1), the Commission shall immediately inform the European Parliament and the Council thereof, and shall urgently propose the measures necessary to restore the budgetary item of the guarantee from which the transfer was made, while fully respecting the ceilings provided for in the regulation laying down the multiannual financial framework."
accounting officer,set,the procedures to be applied to the revenue and expenditure operations and in agreement with the financial manager of the resources of the common provisioning fund to the assets and liabilities related to the common provisioning fund,"['procedure', 'revenue expenditure operation', 'agreement', 'financial manager', 'resource', 'common provisioning fund', 'asset', 'liability', 'common provisioning fund']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 212  Common provisioning fund ,"The provisions made to cover the financial liabilities arising from financial instruments, budgetary guarantees or financial assistance shall be held in a common provisioning fund. By 30 June 2019, the Commission shall submit to the European Parliament and to the Council an independent external evaluation of the advantages and disadvantages of entrusting the financial management of the assets of the common provisioning fund to the Commission, to the EIB, or to a combination of the two, taking into account the relevant technical and institutional criteria used in comparing asset management services, including the technical infrastructure, a comparison of costs for the services provided, the institutional set-up, reporting, performance, accountability and expertise of the Commission and the EIB and the other asset management mandates for the budget. The evaluation shall, where appropriate, be accompanied by a legislative proposal. Global profits or losses from the investment of the resources held in the common provisioning fund shall be allocated proportionately among the respective financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund shall keep a minimum amount of resources of the fund in cash or cash equivalents in accordance with prudential rules and the forecasts for payments provided by the authorising officers of the financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund may enter into repurchase agreements, with the resources of the common provisioning fund as collateral, to make payments out of the fund where this procedure is reasonably expected to be more beneficial for the budget than the divestment of resources within the timeframe of the payment request. The duration or roll-over period of repurchase agreements related to a payment shall be limited to the minimum necessary to minimise a loss for the budget.   Pursuant to point (d) of the first subparagraph of Article 77(1) and Article 86(1) and (2), the accounting officer shall set up the procedures to be applied to the revenue and expenditure operations and, in agreement with the financial manager of the resources of the common provisioning fund, to the assets and liabilities related to the common provisioning fund. In the exceptional cases where the Commission has made a transfer as referred to in point (g) of the first subparagraph of Article 30(1), the Commission shall immediately inform the European Parliament and the Council thereof, and shall urgently propose the measures necessary to restore the budgetary item of the guarantee from which the transfer was made, while fully respecting the ceilings provided for in the regulation laying down the multiannual financial framework."
transfer,respect,the ceilings provided for in the regulation laying down the multiannual financial framework fully,"['ceiling', 'regulation', 'multiannual financial framework']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 212  Common provisioning fund ,"The provisions made to cover the financial liabilities arising from financial instruments, budgetary guarantees or financial assistance shall be held in a common provisioning fund. By 30 June 2019, the Commission shall submit to the European Parliament and to the Council an independent external evaluation of the advantages and disadvantages of entrusting the financial management of the assets of the common provisioning fund to the Commission, to the EIB, or to a combination of the two, taking into account the relevant technical and institutional criteria used in comparing asset management services, including the technical infrastructure, a comparison of costs for the services provided, the institutional set-up, reporting, performance, accountability and expertise of the Commission and the EIB and the other asset management mandates for the budget. The evaluation shall, where appropriate, be accompanied by a legislative proposal. Global profits or losses from the investment of the resources held in the common provisioning fund shall be allocated proportionately among the respective financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund shall keep a minimum amount of resources of the fund in cash or cash equivalents in accordance with prudential rules and the forecasts for payments provided by the authorising officers of the financial instruments, budgetary guarantees or financial assistance. The financial manager of the resources of the common provisioning fund may enter into repurchase agreements, with the resources of the common provisioning fund as collateral, to make payments out of the fund where this procedure is reasonably expected to be more beneficial for the budget than the divestment of resources within the timeframe of the payment request. The duration or roll-over period of repurchase agreements related to a payment shall be limited to the minimum necessary to minimise a loss for the budget.   Pursuant to point (d) of the first subparagraph of Article 77(1) and Article 86(1) and (2), the accounting officer shall set up the procedures to be applied to the revenue and expenditure operations and, in agreement with the financial manager of the resources of the common provisioning fund, to the assets and liabilities related to the common provisioning fund. In the exceptional cases where the Commission has made a transfer as referred to in point (g) of the first subparagraph of Article 30(1), the Commission shall immediately inform the European Parliament and the Council thereof, and shall urgently propose the measures necessary to restore the budgetary item of the guarantee from which the transfer was made, while fully respecting the ceilings provided for in the regulation laying down the multiannual financial framework."
effective provisioning rate,provide,a level of protection against the financial liabilities of the union equivalent to the level that would be provided by the respective provisioning rates,"['level', 'protection', 'financial liability', 'union', 'level', 'respective provisioning rate']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 213  Effective provisioning rate ,"The provisioning of budgetary guarantees and financial assistance to third countries in the common provisioning fund shall be based on an effective provisioning rate. That rate shall provide a level of protection against the financial liabilities of the Union equivalent to the level that would be provided by the respective provisioning rates if the resources where held and managed separately. The effective provisioning rate applicable shall be a percentage of each initial provisioning rate determined in accordance with the second subparagraph of Article 211(2). It shall apply only to the amount of resources in the common provisioning fund foreseen for the payment of guarantee calls over a one year period. It shall provide for a ratio, in the form of a percentage, between the amount of cash and cash equivalents in the common provisioning fund required to honour guarantee calls and the total amount of cash and cash equivalents that would be required in each guarantee fund to honour guarantee calls, if the resources were held and managed separately, where both amounts represent an equivalent liquidity risk. That ratio shall not fall below 95 %. The calculation of the effective provisioning rate shall take into account: (a) the forecast of inflows and outflows in the common provisioning fund, having regard to the initial phase of constitution of global provisioning in accordance with the second subparagraph of Article 211(2); (b) the risk correlation among the budgetary guarantees and the financial assistance to third countries; (c) the market conditions. The Commission shall by 1 July 2020 adopt delegated acts in accordance with Article 269 to supplement this Regulation with detailed conditions for the calculation of the effective provisioning rate, including a methodology for that calcu­lation. The Commission is empowered to adopt delegated acts in accordance with Article 269 to amend the minimum ratio referred to in the first subparagraph of this paragraph in the light of the experience gained with the operation of the common provisioning fund while maintaining a prudent approach in line with the principle of sound financial management. The minimum ratio shall not be set at a level lower than 85 %. The effective provisioning rate shall be calculated annually by the financial manager of the resources of the common provisioning fund and shall be the reference for the Commission’s calculation of the contributions from the budget pursuant to point (a) of Article 211(4) and, subsequently, point (b) of paragraph 4 of this Article. Following the calculation of the annual effective provisioning rate in accordance with paragraphs 1 and 2 of this Article, the following operations in the context of the budgetary procedure shall be made and presented in the working document referred to in point (h) of Article 41(5): (a) any surplus of provisions for a budgetary guarantee or a financial assistance to a third country shall be returned to the budget; (b) any replenishment of the fund shall be carried out in annual tranches during a maximum period of three years, without prejudice to Article 211(6). After having consulted the accounting officer, the Commission shall establish the guidelines applicable to the management of the resources in the common provisioning fund in accordance with appropriate prudential rules and excluding derivative operations for speculative purposes. Those guidelines shall be attached to the agreement with the financial manager of the resources of the common provisioning fund. An independent evaluation of the adequacy of the guidelines shall be carried out every three years and transmitted to the European Parliament and to the Council. L 193/136"
effective provision rate applicable,be,a percentage of each initial provisioning rate determined in accordance with the second subparagraph of article 211(2,"['percentage', 'initial provisioning rate', 'accordance', 'second subparagraph', 'article']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 213  Effective provisioning rate ,"The provisioning of budgetary guarantees and financial assistance to third countries in the common provisioning fund shall be based on an effective provisioning rate. That rate shall provide a level of protection against the financial liabilities of the Union equivalent to the level that would be provided by the respective provisioning rates if the resources where held and managed separately. The effective provisioning rate applicable shall be a percentage of each initial provisioning rate determined in accordance with the second subparagraph of Article 211(2). It shall apply only to the amount of resources in the common provisioning fund foreseen for the payment of guarantee calls over a one year period. It shall provide for a ratio, in the form of a percentage, between the amount of cash and cash equivalents in the common provisioning fund required to honour guarantee calls and the total amount of cash and cash equivalents that would be required in each guarantee fund to honour guarantee calls, if the resources were held and managed separately, where both amounts represent an equivalent liquidity risk. That ratio shall not fall below 95 %. The calculation of the effective provisioning rate shall take into account: (a) the forecast of inflows and outflows in the common provisioning fund, having regard to the initial phase of constitution of global provisioning in accordance with the second subparagraph of Article 211(2); (b) the risk correlation among the budgetary guarantees and the financial assistance to third countries; (c) the market conditions. The Commission shall by 1 July 2020 adopt delegated acts in accordance with Article 269 to supplement this Regulation with detailed conditions for the calculation of the effective provisioning rate, including a methodology for that calcu­lation. The Commission is empowered to adopt delegated acts in accordance with Article 269 to amend the minimum ratio referred to in the first subparagraph of this paragraph in the light of the experience gained with the operation of the common provisioning fund while maintaining a prudent approach in line with the principle of sound financial management. The minimum ratio shall not be set at a level lower than 85 %. The effective provisioning rate shall be calculated annually by the financial manager of the resources of the common provisioning fund and shall be the reference for the Commission’s calculation of the contributions from the budget pursuant to point (a) of Article 211(4) and, subsequently, point (b) of paragraph 4 of this Article. Following the calculation of the annual effective provisioning rate in accordance with paragraphs 1 and 2 of this Article, the following operations in the context of the budgetary procedure shall be made and presented in the working document referred to in point (h) of Article 41(5): (a) any surplus of provisions for a budgetary guarantee or a financial assistance to a third country shall be returned to the budget; (b) any replenishment of the fund shall be carried out in annual tranches during a maximum period of three years, without prejudice to Article 211(6). After having consulted the accounting officer, the Commission shall establish the guidelines applicable to the management of the resources in the common provisioning fund in accordance with appropriate prudential rules and excluding derivative operations for speculative purposes. Those guidelines shall be attached to the agreement with the financial manager of the resources of the common provisioning fund. An independent evaluation of the adequacy of the guidelines shall be carried out every three years and transmitted to the European Parliament and to the Council. L 193/136"
amount,represent,an equivalent liquidity risk where,['equivalent liquidity risk'],"TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 213  Effective provisioning rate ,"The provisioning of budgetary guarantees and financial assistance to third countries in the common provisioning fund shall be based on an effective provisioning rate. That rate shall provide a level of protection against the financial liabilities of the Union equivalent to the level that would be provided by the respective provisioning rates if the resources where held and managed separately. The effective provisioning rate applicable shall be a percentage of each initial provisioning rate determined in accordance with the second subparagraph of Article 211(2). It shall apply only to the amount of resources in the common provisioning fund foreseen for the payment of guarantee calls over a one year period. It shall provide for a ratio, in the form of a percentage, between the amount of cash and cash equivalents in the common provisioning fund required to honour guarantee calls and the total amount of cash and cash equivalents that would be required in each guarantee fund to honour guarantee calls, if the resources were held and managed separately, where both amounts represent an equivalent liquidity risk. That ratio shall not fall below 95 %. The calculation of the effective provisioning rate shall take into account: (a) the forecast of inflows and outflows in the common provisioning fund, having regard to the initial phase of constitution of global provisioning in accordance with the second subparagraph of Article 211(2); (b) the risk correlation among the budgetary guarantees and the financial assistance to third countries; (c) the market conditions. The Commission shall by 1 July 2020 adopt delegated acts in accordance with Article 269 to supplement this Regulation with detailed conditions for the calculation of the effective provisioning rate, including a methodology for that calcu­lation. The Commission is empowered to adopt delegated acts in accordance with Article 269 to amend the minimum ratio referred to in the first subparagraph of this paragraph in the light of the experience gained with the operation of the common provisioning fund while maintaining a prudent approach in line with the principle of sound financial management. The minimum ratio shall not be set at a level lower than 85 %. The effective provisioning rate shall be calculated annually by the financial manager of the resources of the common provisioning fund and shall be the reference for the Commission’s calculation of the contributions from the budget pursuant to point (a) of Article 211(4) and, subsequently, point (b) of paragraph 4 of this Article. Following the calculation of the annual effective provisioning rate in accordance with paragraphs 1 and 2 of this Article, the following operations in the context of the budgetary procedure shall be made and presented in the working document referred to in point (h) of Article 41(5): (a) any surplus of provisions for a budgetary guarantee or a financial assistance to a third country shall be returned to the budget; (b) any replenishment of the fund shall be carried out in annual tranches during a maximum period of three years, without prejudice to Article 211(6). After having consulted the accounting officer, the Commission shall establish the guidelines applicable to the management of the resources in the common provisioning fund in accordance with appropriate prudential rules and excluding derivative operations for speculative purposes. Those guidelines shall be attached to the agreement with the financial manager of the resources of the common provisioning fund. An independent evaluation of the adequacy of the guidelines shall be carried out every three years and transmitted to the European Parliament and to the Council. L 193/136"
calculation effective provisioning rate,take,the forecast of inflows and outflows in the common provisioning fund having regard to the initial phase of constitution of global provisioning in accordance with the second subparagraph of article 211(2) the risk correlation among the budgetary guarantees and the financial assistance to third countries the market conditions into account,"['forecast', 'inflow', 'outflow', 'common provisioning fund', 'regard', 'initial phase', 'constitution', 'global provisioning', 'accordance', 'second subparagraph', 'article', 'risk correlation', 'budgetary guarantee', 'financial assistance', 'country', 'market condition', 'account']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 213  Effective provisioning rate ,"The provisioning of budgetary guarantees and financial assistance to third countries in the common provisioning fund shall be based on an effective provisioning rate. That rate shall provide a level of protection against the financial liabilities of the Union equivalent to the level that would be provided by the respective provisioning rates if the resources where held and managed separately. The effective provisioning rate applicable shall be a percentage of each initial provisioning rate determined in accordance with the second subparagraph of Article 211(2). It shall apply only to the amount of resources in the common provisioning fund foreseen for the payment of guarantee calls over a one year period. It shall provide for a ratio, in the form of a percentage, between the amount of cash and cash equivalents in the common provisioning fund required to honour guarantee calls and the total amount of cash and cash equivalents that would be required in each guarantee fund to honour guarantee calls, if the resources were held and managed separately, where both amounts represent an equivalent liquidity risk. That ratio shall not fall below 95 %. The calculation of the effective provisioning rate shall take into account: (a) the forecast of inflows and outflows in the common provisioning fund, having regard to the initial phase of constitution of global provisioning in accordance with the second subparagraph of Article 211(2); (b) the risk correlation among the budgetary guarantees and the financial assistance to third countries; (c) the market conditions. The Commission shall by 1 July 2020 adopt delegated acts in accordance with Article 269 to supplement this Regulation with detailed conditions for the calculation of the effective provisioning rate, including a methodology for that calcu­lation. The Commission is empowered to adopt delegated acts in accordance with Article 269 to amend the minimum ratio referred to in the first subparagraph of this paragraph in the light of the experience gained with the operation of the common provisioning fund while maintaining a prudent approach in line with the principle of sound financial management. The minimum ratio shall not be set at a level lower than 85 %. The effective provisioning rate shall be calculated annually by the financial manager of the resources of the common provisioning fund and shall be the reference for the Commission’s calculation of the contributions from the budget pursuant to point (a) of Article 211(4) and, subsequently, point (b) of paragraph 4 of this Article. Following the calculation of the annual effective provisioning rate in accordance with paragraphs 1 and 2 of this Article, the following operations in the context of the budgetary procedure shall be made and presented in the working document referred to in point (h) of Article 41(5): (a) any surplus of provisions for a budgetary guarantee or a financial assistance to a third country shall be returned to the budget; (b) any replenishment of the fund shall be carried out in annual tranches during a maximum period of three years, without prejudice to Article 211(6). After having consulted the accounting officer, the Commission shall establish the guidelines applicable to the management of the resources in the common provisioning fund in accordance with appropriate prudential rules and excluding derivative operations for speculative purposes. Those guidelines shall be attached to the agreement with the financial manager of the resources of the common provisioning fund. An independent evaluation of the adequacy of the guidelines shall be carried out every three years and transmitted to the European Parliament and to the Council. L 193/136"
